"wojewodztwo","powiat_miasto","liczba_przypadkow","liczba_na_10_tys_mieszkancow","zgony","stan_rekordu_na","Date"
"opolskie","Opole",24,1.87,0,2021-02-28,2021-03-01
"podkarpackie","bieszczadzki",4,1.85,0,2021-02-28,2021-03-01
"podkarpackie","brzozowski",3,0.46,0,2021-02-28,2021-03-01
"podkarpackie","dębicki",10,0.74,0,2021-02-28,2021-03-01
"podkarpackie","jarosławski",6,0.5,0,2021-02-28,2021-03-01
"podkarpackie","jasielski",6,0.53,0,2021-02-28,2021-03-01
"podkarpackie","kolbuszowski",11,1.77,0,2021-02-28,2021-03-01
"podkarpackie","krośnieński",10,0.89,0,2021-02-28,2021-03-01
"podkarpackie","leżajski",22,3.18,0,2021-02-28,2021-03-01
"podkarpackie","lubaczowski",3,0.55,0,2021-02-28,2021-03-01
"podkarpackie","łańcucki",13,1.6,0,2021-02-28,2021-03-01
"podkarpackie","mielecki",31,2.27,0,2021-02-28,2021-03-01
"podkarpackie","niżański",6,0.9,0,2021-02-28,2021-03-01
"podkarpackie","przemyski",10,1.35,0,2021-02-28,2021-03-01
"podkarpackie","przeworski",5,0.64,0,2021-02-28,2021-03-01
"podkarpackie","ropczycko-sędziszowski",10,1.34,0,2021-02-28,2021-03-01
"podkarpackie","rzeszowski",30,1.76,0,2021-02-28,2021-03-01
"podkarpackie","sanocki",35,3.72,0,2021-02-28,2021-03-01
"podkarpackie","stalowowolski",11,1.04,0,2021-02-28,2021-03-01
"podkarpackie","strzyżowski",5,0.82,0,2021-02-28,2021-03-01
"podkarpackie","tarnobrzeski",7,1.32,0,2021-02-28,2021-03-01
"podkarpackie","leski",10,3.79,0,2021-02-28,2021-03-01
"podkarpackie","Krosno",11,2.38,0,2021-02-28,2021-03-01
"podkarpackie","Przemyśl",8,1.32,0,2021-02-28,2021-03-01
"podkarpackie","Rzeszów",50,2.54,0,2021-02-28,2021-03-01
"podkarpackie","Tarnobrzeg",18,3.86,0,2021-02-28,2021-03-01
"podlaskie","augustowski",3,0.52,0,2021-02-28,2021-03-01
"podlaskie","białostocki",15,1,0,2021-02-28,2021-03-01
"podlaskie","bielski",3,0.55,0,2021-02-28,2021-03-01
"podlaskie","grajewski",9,1.91,0,2021-02-28,2021-03-01
"podlaskie","hajnowski",1,0.24,0,2021-02-28,2021-03-01
"podlaskie","kolneński",3,0.79,0,2021-02-28,2021-03-01
"podlaskie","łomżyński",3,0.59,0,2021-02-28,2021-03-01
"podlaskie","moniecki",0,0,0,2021-02-28,2021-03-01
"podlaskie","sejneński",0,0,0,2021-02-28,2021-03-01
"podlaskie","siemiatycki",0,0,0,2021-02-28,2021-03-01
"podlaskie","sokólski",4,0.6,0,2021-02-28,2021-03-01
"podlaskie","suwalski",0,0,0,2021-02-28,2021-03-01
"podlaskie","wysokomazowiecki",2,0.35,0,2021-02-28,2021-03-01
"podlaskie","zambrowski",2,0.46,0,2021-02-28,2021-03-01
"podlaskie","Białystok",37,1.24,0,2021-02-28,2021-03-01
"podlaskie","Łomża",16,2.55,0,2021-02-28,2021-03-01
"podlaskie","Suwałki",4,0.57,0,2021-02-28,2021-03-01
"pomorskie","bytowski",4,0.51,0,2021-02-28,2021-03-01
"pomorskie","chojnicki",7,0.72,0,2021-02-28,2021-03-01
"pomorskie","człuchowski",8,1.43,0,2021-02-28,2021-03-01
"pomorskie","gdański",59,4.94,1,2021-02-28,2021-03-01
"pomorskie","kartuski",46,3.27,0,2021-02-28,2021-03-01
"pomorskie","kościerski",17,2.33,2,2021-02-28,2021-03-01
"pomorskie","kwidzyński",4,0.48,0,2021-02-28,2021-03-01
"pomorskie","lęborski",59,8.93,0,2021-02-28,2021-03-01
"pomorskie","malborski",2,0.32,0,2021-02-28,2021-03-01
"pomorskie","nowodworski",6,1.69,0,2021-02-28,2021-03-01
"pomorskie","pucki",8,0.92,0,2021-02-28,2021-03-01
"pomorskie","słupski",9,0.91,0,2021-02-28,2021-03-01
"pomorskie","starogardzki",32,2.49,0,2021-02-28,2021-03-01
"pomorskie","tczewski",26,2.25,0,2021-02-28,2021-03-01
"pomorskie","wejherowski",73,3.34,0,2021-02-28,2021-03-01
"pomorskie","sztumski",9,2.19,0,2021-02-28,2021-03-01
"pomorskie","Gdańsk",170,3.61,0,2021-02-28,2021-03-01
"pomorskie","Gdynia",86,3.5,0,2021-02-28,2021-03-01
"pomorskie","Słupsk",4,0.44,0,2021-02-28,2021-03-01
"pomorskie","Sopot",11,3.09,1,2021-02-28,2021-03-01
"śląskie","będziński",23,1.56,0,2021-02-28,2021-03-01
"śląskie","bielski",20,1.2,0,2021-02-28,2021-03-01
"śląskie","cieszyński",15,0.84,0,2021-02-28,2021-03-01
"śląskie","częstochowski",8,0.6,0,2021-02-28,2021-03-01
"śląskie","gliwicki",9,0.78,0,2021-02-28,2021-03-01
"śląskie","kłobucki",1,0.12,0,2021-02-28,2021-03-01
"śląskie","lubliniecki",1,0.13,1,2021-02-28,2021-03-01
"śląskie","mikołowski",4,0.4,0,2021-02-28,2021-03-01
"śląskie","myszkowski",12,1.7,0,2021-02-28,2021-03-01
"śląskie","pszczyński",7,0.63,0,2021-02-28,2021-03-01
"śląskie","raciborski",1,0.09,0,2021-02-28,2021-03-01
"śląskie","rybnicki",8,1.02,0,2021-02-28,2021-03-01
"śląskie","tarnogórski",35,2.49,0,2021-02-28,2021-03-01
"śląskie","bieruńsko-lędziński",5,0.84,0,2021-02-28,2021-03-01
"śląskie","wodzisławski",2,0.13,0,2021-02-28,2021-03-01
"śląskie","zawierciański",8,0.68,0,2021-02-28,2021-03-01
"śląskie","żywiecki",27,1.77,0,2021-02-28,2021-03-01
"śląskie","Bielsko-Biała",14,0.82,0,2021-02-28,2021-03-01
"śląskie","Bytom",19,1.16,0,2021-02-28,2021-03-01
"śląskie","Chorzów",3,0.28,0,2021-02-28,2021-03-01
"śląskie","Częstochowa",13,0.59,0,2021-02-28,2021-03-01
"śląskie","Dąbrowa Górnicza",14,1.18,0,2021-02-28,2021-03-01
"śląskie","Gliwice",14,0.79,0,2021-02-28,2021-03-01
"śląskie","Jastrzębie-Zdrój",0,0,0,2021-02-28,2021-03-01
"śląskie","Jaworzno",13,1.43,0,2021-02-28,2021-03-01
"śląskie","Katowice",13,0.45,0,2021-02-28,2021-03-01
"śląskie","Mysłowice",1,0.13,0,2021-02-28,2021-03-01
"śląskie","Piekary Śląskie",6,1.09,0,2021-02-28,2021-03-01
"śląskie","Ruda Śląska",12,0.88,0,2021-02-28,2021-03-01
"śląskie","Rybnik",0,0,0,2021-02-28,2021-03-01
"śląskie","Siemianowice Śląskie",2,0.3,0,2021-02-28,2021-03-01
"śląskie","Sosnowiec",18,0.9,1,2021-02-28,2021-03-01
"śląskie","Świętochłowice",1,0.2,0,2021-02-28,2021-03-01
"śląskie","Tychy",32,2.51,0,2021-02-28,2021-03-01
"śląskie","Zabrze",8,0.47,0,2021-02-28,2021-03-01
"śląskie","Żory",3,0.48,0,2021-02-28,2021-03-01
"świętokrzyskie","buski",7,0.98,0,2021-02-28,2021-03-01
"świętokrzyskie","jędrzejowski",14,1.64,0,2021-02-28,2021-03-01
"świętokrzyskie","kazimierski",1,0.3,0,2021-02-28,2021-03-01
"świętokrzyskie","kielecki",30,1.42,0,2021-02-28,2021-03-01
"świętokrzyskie","konecki",2,0.25,0,2021-02-28,2021-03-01
"świętokrzyskie","opatowski",5,0.96,0,2021-02-28,2021-03-01
"świętokrzyskie","ostrowiecki",9,0.83,0,2021-02-28,2021-03-01
"świętokrzyskie","pińczowski",5,1.29,0,2021-02-28,2021-03-01
"świętokrzyskie","sandomierski",37,4.82,0,2021-02-28,2021-03-01
"świętokrzyskie","skarżyski",13,1.77,0,2021-02-28,2021-03-01
"świętokrzyskie","starachowicki",8,0.9,1,2021-02-28,2021-03-01
"świętokrzyskie","staszowski",2,0.28,0,2021-02-28,2021-03-01
"świętokrzyskie","włoszczowski",3,0.67,0,2021-02-28,2021-03-01
"świętokrzyskie","Kielce",44,2.27,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","bartoszycki",2,0.35,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","braniewski",3,0.73,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","działdowski",34,5.23,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","elbląski",1,0.18,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","ełcki",4,0.44,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","giżycki",7,1.24,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","iławski",11,1.19,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","kętrzyński",6,0.97,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","lidzbarski",1,0.24,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","mrągowski",3,0.6,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","nidzicki",13,3.97,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","nowomiejski",3,0.69,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","olecki",2,0.59,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","olsztyński",18,1.42,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","ostródzki",21,2.02,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","piski",1,0.18,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","szczycieński",10,1.44,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","gołdapski",1,0.38,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","węgorzewski",0,0,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","Elbląg",4,0.34,0,2021-02-28,2021-03-01
"warmińsko-mazurskie","Olsztyn",52,3.03,0,2021-02-28,2021-03-01
"wielkopolskie","chodzieski",0,0,0,2021-02-28,2021-03-01
"wielkopolskie","czarnkowsko-trzcianecki",2,0.23,0,2021-02-28,2021-03-01
"wielkopolskie","gnieźnieński",15,1.03,0,2021-02-28,2021-03-01
"wielkopolskie","gostyński",3,0.4,0,2021-02-28,2021-03-01
"wielkopolskie","grodziski",0,0,0,2021-02-28,2021-03-01
"wielkopolskie","jarociński",2,0.28,0,2021-02-28,2021-03-01
"wielkopolskie","kaliski",1,0.12,0,2021-02-28,2021-03-01
"wielkopolskie","kępiński",16,2.84,0,2021-02-28,2021-03-01
"wielkopolskie","kolski",4,0.46,0,2021-02-28,2021-03-01
"wielkopolskie","koniński",9,0.69,0,2021-02-28,2021-03-01
"wielkopolskie","kościański",1,0.13,0,2021-02-28,2021-03-01
"wielkopolskie","krotoszyński",4,0.52,0,2021-02-28,2021-03-01
"wielkopolskie","leszczyński",1,0.17,0,2021-02-28,2021-03-01
"wielkopolskie","międzychodzki",2,0.55,0,2021-02-28,2021-03-01
"wielkopolskie","nowotomyski",5,0.66,0,2021-02-28,2021-03-01
"wielkopolskie","obornicki",2,0.33,0,2021-02-28,2021-03-01
"wielkopolskie","ostrowski",4,0.25,0,2021-02-28,2021-03-01
"wielkopolskie","ostrzeszowski",6,1.08,0,2021-02-28,2021-03-01
"wielkopolskie","pilski",2,0.15,0,2021-02-28,2021-03-01
"wielkopolskie","pleszewski",8,1.27,1,2021-02-28,2021-03-01
"wielkopolskie","poznański",30,0.74,1,2021-02-28,2021-03-01
"wielkopolskie","rawicki",0,0,0,2021-02-28,2021-03-01
"wielkopolskie","słupecki",3,0.51,0,2021-02-28,2021-03-01
"wielkopolskie","szamotulski",1,0.11,0,2021-02-28,2021-03-01
"wielkopolskie","średzki",0,0,0,2021-02-28,2021-03-01
"wielkopolskie","śremski",2,0.33,0,2021-02-28,2021-03-01
"wielkopolskie","turecki",0,0,0,2021-02-28,2021-03-01
"wielkopolskie","wągrowiecki",2,0.28,0,2021-02-28,2021-03-01
"wielkopolskie","wolsztyński",1,0.17,0,2021-02-28,2021-03-01
"wielkopolskie","wrzesiński",4,0.51,0,2021-02-28,2021-03-01
"wielkopolskie","złotowski",2,0.29,0,2021-02-28,2021-03-01
"wielkopolskie","Kalisz",3,0.3,0,2021-02-28,2021-03-01
"wielkopolskie","Konin",1,0.14,0,2021-02-28,2021-03-01
"wielkopolskie","Leszno",3,0.47,1,2021-02-28,2021-03-01
"wielkopolskie","Poznań",61,1.14,2,2021-02-28,2021-03-01
"zachodniopomorskie","białogardzki",3,0.63,0,2021-02-28,2021-03-01
"zachodniopomorskie","choszczeński",1,0.21,0,2021-02-28,2021-03-01
"zachodniopomorskie","drawski",1,0.18,0,2021-02-28,2021-03-01
"zachodniopomorskie","goleniowski",5,0.61,0,2021-02-28,2021-03-01
"zachodniopomorskie","gryficki",2,0.33,0,2021-02-28,2021-03-01
"zachodniopomorskie","gryfiński",5,0.61,0,2021-02-28,2021-03-01
"zachodniopomorskie","kamieński",0,0,0,2021-02-28,2021-03-01
"zachodniopomorskie","kołobrzeski",2,0.25,0,2021-02-28,2021-03-01
"zachodniopomorskie","koszaliński",3,0.45,0,2021-02-28,2021-03-01
"zachodniopomorskie","myśliborski",9,1.38,0,2021-02-28,2021-03-01
"zachodniopomorskie","policki",17,2.09,0,2021-02-28,2021-03-01
"zachodniopomorskie","pyrzycki",3,0.76,0,2021-02-28,2021-03-01
"zachodniopomorskie","sławieński",1,0.18,0,2021-02-28,2021-03-01
"zachodniopomorskie","stargardzki",17,1.41,0,2021-02-28,2021-03-01
"zachodniopomorskie","szczecinecki",15,1.94,0,2021-02-28,2021-03-01
"zachodniopomorskie","świdwiński",1,0.21,0,2021-02-28,2021-03-01
"zachodniopomorskie","wałecki",0,0,0,2021-02-28,2021-03-01
"zachodniopomorskie","łobeski",1,0.27,0,2021-02-28,2021-03-01
"zachodniopomorskie","Koszalin",9,0.84,1,2021-02-28,2021-03-01
"zachodniopomorskie","Szczecin",41,1.02,0,2021-02-28,2021-03-01
"zachodniopomorskie","Świnoujście",3,0.73,0,2021-02-28,2021-03-01
"Cały kraj","Cały kraj",7937,2.07,216,2021-03-01,2021-03-02
"dolnośląskie","bolesławiecki",9,1,0,2021-03-01,2021-03-02
"dolnośląskie","dzierżoniowski",9,0.9,0,2021-03-01,2021-03-02
"dolnośląskie","głogowski",7,0.79,0,2021-03-01,2021-03-02
"dolnośląskie","górowski",2,0.58,0,2021-03-01,2021-03-02
"dolnośląskie","jaworski",2,0.4,0,2021-03-01,2021-03-02
"dolnośląskie","jeleniogórski",3,0.47,0,2021-03-01,2021-03-02
"dolnośląskie","kamiennogórski",19,4.41,0,2021-03-01,2021-03-02
"dolnośląskie","kłodzki",14,0.89,3,2021-03-01,2021-03-02
"dolnośląskie","legnicki",3,0.54,1,2021-03-01,2021-03-02
"dolnośląskie","lubański",7,1.29,0,2021-03-01,2021-03-02
"dolnośląskie","lubiński",8,0.75,1,2021-03-01,2021-03-02
"dolnośląskie","lwówecki",6,1.31,0,2021-03-01,2021-03-02
"dolnośląskie","milicki",3,0.81,0,2021-03-01,2021-03-02
"dolnośląskie","oleśnicki",13,1.21,0,2021-03-01,2021-03-02
"dolnośląskie","oławski",5,0.65,0,2021-03-01,2021-03-02
"dolnośląskie","polkowicki",4,0.63,0,2021-03-01,2021-03-02
"dolnośląskie","strzeliński",9,2.07,1,2021-03-01,2021-03-02
"dolnośląskie","średzki",5,0.9,0,2021-03-01,2021-03-02
"dolnośląskie","świdnicki",53,3.39,0,2021-03-01,2021-03-02
"dolnośląskie","trzebnicki",9,1.05,0,2021-03-01,2021-03-02
"dolnośląskie","wałbrzyski",11,1.99,0,2021-03-01,2021-03-02
"dolnośląskie","wołowski",2,0.43,0,2021-03-01,2021-03-02
"dolnośląskie","wrocławski",30,1.95,2,2021-03-01,2021-03-02
"dolnośląskie","ząbkowicki",1,0.16,0,2021-03-01,2021-03-02
"dolnośląskie","zgorzelecki",21,2.37,1,2021-03-01,2021-03-02
"dolnośląskie","złotoryjski",2,0.46,0,2021-03-01,2021-03-02
"dolnośląskie","Jelenia Góra",9,1.14,1,2021-03-01,2021-03-02
"dolnośląskie","Legnica",8,0.81,0,2021-03-01,2021-03-02
"dolnośląskie","Wrocław",135,2.1,5,2021-03-01,2021-03-02
"dolnośląskie","Wałbrzych",23,2.08,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","aleksandrowski",8,1.45,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","brodnicki",8,1.01,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","bydgoski",51,4.27,2,2021-03-01,2021-03-02
"kujawsko-pomorskie","chełmiński",29,5.6,5,2021-03-01,2021-03-02
"kujawsko-pomorskie","golubsko-dobrzyński",32,7.12,1,2021-03-01,2021-03-02
"kujawsko-pomorskie","grudziądzki",8,1.99,1,2021-03-01,2021-03-02
"kujawsko-pomorskie","inowrocławski",39,2.45,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","lipnowski",5,0.76,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","mogileński",3,0.66,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","nakielski",23,2.67,2,2021-03-01,2021-03-02
"kujawsko-pomorskie","radziejowski",9,2.24,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","rypiński",3,0.69,1,2021-03-01,2021-03-02
"kujawsko-pomorskie","sępoleński",3,0.73,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","świecki",18,1.82,2,2021-03-01,2021-03-02
"kujawsko-pomorskie","toruński",20,1.84,2,2021-03-01,2021-03-02
"kujawsko-pomorskie","tucholski",8,1.66,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","wąbrzeski",32,9.38,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","włocławski",9,1.05,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","żniński",16,2.28,0,2021-03-01,2021-03-02
"kujawsko-pomorskie","Bydgoszcz",124,3.58,7,2021-03-01,2021-03-02
"kujawsko-pomorskie","Grudziądz",24,2.55,2,2021-03-01,2021-03-02
"kujawsko-pomorskie","Toruń",41,2.04,1,2021-03-01,2021-03-02
"kujawsko-pomorskie","Włocławek",16,1.46,1,2021-03-01,2021-03-02
"lubelskie","bialski",21,1.9,0,2021-03-01,2021-03-02
"lubelskie","biłgorajski",23,2.29,1,2021-03-01,2021-03-02
"lubelskie","chełmski",6,0.77,0,2021-03-01,2021-03-02
"lubelskie","hrubieszowski",18,2.88,0,2021-03-01,2021-03-02
"lubelskie","janowski",5,1.1,0,2021-03-01,2021-03-02
"lubelskie","krasnostawski",13,2.07,0,2021-03-01,2021-03-02
"lubelskie","kraśnicki",18,1.89,1,2021-03-01,2021-03-02
"lubelskie","lubartowski",10,1.13,0,2021-03-01,2021-03-02
"lubelskie","lubelski",26,1.67,0,2021-03-01,2021-03-02
"lubelskie","łęczyński",11,1.92,0,2021-03-01,2021-03-02
"lubelskie","łukowski",19,1.78,0,2021-03-01,2021-03-02
"lubelskie","opolski",11,1.87,0,2021-03-01,2021-03-02
"lubelskie","parczewski",6,1.73,0,2021-03-01,2021-03-02
"lubelskie","puławski",17,1.51,0,2021-03-01,2021-03-02
"lubelskie","radzyński",2,0.34,0,2021-03-01,2021-03-02
"lubelskie","rycki",7,1.25,0,2021-03-01,2021-03-02
"lubelskie","świdnicki",7,0.98,2,2021-03-01,2021-03-02
"lubelskie","tomaszowski",18,2.19,2,2021-03-01,2021-03-02
"lubelskie","włodawski",14,3.66,0,2021-03-01,2021-03-02
"lubelskie","zamojski",14,1.32,0,2021-03-01,2021-03-02
"lubelskie","Biała Podlaska",6,1.05,0,2021-03-01,2021-03-02
"lubelskie","Chełm",8,1.3,0,2021-03-01,2021-03-02
"lubelskie","Lublin",85,2.5,2,2021-03-01,2021-03-02
"lubelskie","Zamość",6,0.95,0,2021-03-01,2021-03-02
"lubuskie","gorzowski",15,2.08,2,2021-03-01,2021-03-02
"lubuskie","krośnieński",3,0.55,1,2021-03-01,2021-03-02
"lubuskie","międzyrzecki",16,2.79,0,2021-03-01,2021-03-02
"lubuskie","nowosolski",5,0.58,0,2021-03-01,2021-03-02
"lubuskie","słubicki",3,0.64,0,2021-03-01,2021-03-02
"lubuskie","strzelecko-drezdenecki",8,1.64,0,2021-03-01,2021-03-02
"lubuskie","sulęciński",3,0.85,0,2021-03-01,2021-03-02
"lubuskie","świebodziński",10,1.8,0,2021-03-01,2021-03-02
"lubuskie","zielonogórski",14,1.85,2,2021-03-01,2021-03-02
"lubuskie","żagański",2,0.25,0,2021-03-01,2021-03-02
"lubuskie","żarski",17,1.77,0,2021-03-01,2021-03-02
"lubuskie","wschowski",0,0,0,2021-03-01,2021-03-02
"lubuskie","Gorzów Wielkopolski",56,4.54,1,2021-03-01,2021-03-02
"lubuskie","Zielona Góra",25,1.77,1,2021-03-01,2021-03-02
"łódzkie","bełchatowski",14,1.24,1,2021-03-01,2021-03-02
"łódzkie","kutnowski",9,0.94,0,2021-03-01,2021-03-02
"łódzkie","łaski",7,1.41,0,2021-03-01,2021-03-02
"łódzkie","łęczycki",13,2.62,1,2021-03-01,2021-03-02
"łódzkie","łowicki",41,5.27,0,2021-03-01,2021-03-02
"łódzkie","łódzki wschodni",25,3.45,0,2021-03-01,2021-03-02
"łódzkie","opoczyński",2,0.26,2,2021-03-01,2021-03-02
"łódzkie","pabianicki",15,1.26,0,2021-03-01,2021-03-02
"łódzkie","pajęczański",4,0.78,0,2021-03-01,2021-03-02
"łódzkie","piotrkowski",18,1.97,0,2021-03-01,2021-03-02
"łódzkie","poddębicki",4,0.97,0,2021-03-01,2021-03-02
"łódzkie","radomszczański",7,0.62,0,2021-03-01,2021-03-02
"łódzkie","rawski",4,0.82,3,2021-03-01,2021-03-02
"łódzkie","sieradzki",14,1.19,1,2021-03-01,2021-03-02
"łódzkie","skierniewicki",4,1.05,0,2021-03-01,2021-03-02
"łódzkie","tomaszowski",10,0.86,0,2021-03-01,2021-03-02
"łódzkie","wieluński",9,1.18,0,2021-03-01,2021-03-02
"łódzkie","wieruszowski",0,0,0,2021-03-01,2021-03-02
"łódzkie","zduńskowolski",6,0.91,0,2021-03-01,2021-03-02
"łódzkie","zgierski",35,2.11,0,2021-03-01,2021-03-02
"łódzkie","brzeziński",3,0.97,0,2021-03-01,2021-03-02
"łódzkie","Łódź",162,2.39,3,2021-03-01,2021-03-02
"łódzkie","Piotrków Trybunalski",23,3.16,0,2021-03-01,2021-03-02
"łódzkie","Skierniewice",14,2.92,0,2021-03-01,2021-03-02
"małopolskie","bocheński",29,2.71,0,2021-03-01,2021-03-02
"małopolskie","brzeski",24,2.58,0,2021-03-01,2021-03-02
"małopolskie","chrzanowski",32,2.58,0,2021-03-01,2021-03-02
"małopolskie","dąbrowski",8,1.35,0,2021-03-01,2021-03-02
"małopolskie","gorlicki",11,1.01,1,2021-03-01,2021-03-02
"małopolskie","krakowski",75,2.67,2,2021-03-01,2021-03-02
"małopolskie","limanowski",4,0.3,0,2021-03-01,2021-03-02
"małopolskie","miechowski",5,1.03,2,2021-03-01,2021-03-02
"małopolskie","myślenicki",14,1.09,0,2021-03-01,2021-03-02
"małopolskie","nowosądecki",21,0.97,2,2021-03-01,2021-03-02
"małopolskie","nowotarski",5,0.26,0,2021-03-01,2021-03-02
"małopolskie","olkuski",14,1.26,0,2021-03-01,2021-03-02
"małopolskie","oświęcimski",31,2.02,0,2021-03-01,2021-03-02
"małopolskie","proszowicki",3,0.7,0,2021-03-01,2021-03-02
"małopolskie","suski",13,1.54,2,2021-03-01,2021-03-02
"małopolskie","tarnowski",24,1.19,0,2021-03-01,2021-03-02
"małopolskie","tatrzański",5,0.73,0,2021-03-01,2021-03-02
"małopolskie","wadowicki",22,1.38,0,2021-03-01,2021-03-02
"małopolskie","wielicki",18,1.38,0,2021-03-01,2021-03-02
"małopolskie","Kraków",108,1.38,4,2021-03-01,2021-03-02
"małopolskie","Nowy Sącz",19,2.27,0,2021-03-01,2021-03-02
"małopolskie","Tarnów",36,3.33,1,2021-03-01,2021-03-02
"mazowieckie","białobrzeski",3,0.9,0,2021-03-01,2021-03-02
"mazowieckie","ciechanowski",16,1.79,0,2021-03-01,2021-03-02
"mazowieckie","garwoliński",5,0.46,0,2021-03-01,2021-03-02
"mazowieckie","gostyniński",0,0,1,2021-03-01,2021-03-02
"mazowieckie","grodziski",36,3.72,0,2021-03-01,2021-03-02
"mazowieckie","grójecki",18,1.83,0,2021-03-01,2021-03-02
"mazowieckie","kozienicki",4,0.67,0,2021-03-01,2021-03-02
"mazowieckie","legionowski",47,3.94,2,2021-03-01,2021-03-02
"mazowieckie","lipski",2,0.59,0,2021-03-01,2021-03-02
"mazowieckie","łosicki",10,3.26,0,2021-03-01,2021-03-02
"mazowieckie","makowski",5,1.12,0,2021-03-01,2021-03-02
"mazowieckie","miński",12,0.77,0,2021-03-01,2021-03-02
"mazowieckie","mławski",4,0.55,0,2021-03-01,2021-03-02
"mazowieckie","nowodworski",8,1.01,1,2021-03-01,2021-03-02
"mazowieckie","ostrołęcki",21,2.37,0,2021-03-01,2021-03-02
"mazowieckie","ostrowski",12,1.66,1,2021-03-01,2021-03-02
"mazowieckie","otwocki",38,3.05,0,2021-03-01,2021-03-02
"mazowieckie","piaseczyński",54,2.85,5,2021-03-01,2021-03-02
"mazowieckie","płocki",23,2.07,0,2021-03-01,2021-03-02
"mazowieckie","płoński",33,3.8,1,2021-03-01,2021-03-02
"mazowieckie","pruszkowski",16,0.96,0,2021-03-01,2021-03-02
"mazowieckie","przasnyski",9,1.72,0,2021-03-01,2021-03-02
"mazowieckie","przysuski",1,0.24,0,2021-03-01,2021-03-02
"mazowieckie","pułtuski",6,1.16,0,2021-03-01,2021-03-02
"mazowieckie","radomski",20,1.31,3,2021-03-01,2021-03-02
"mazowieckie","siedlecki",9,1.11,0,2021-03-01,2021-03-02
"mazowieckie","sierpecki",20,3.87,0,2021-03-01,2021-03-02
"mazowieckie","sochaczewski",37,4.35,0,2021-03-01,2021-03-02
"mazowieckie","sokołowski",2,0.37,0,2021-03-01,2021-03-02
"mazowieckie","szydłowiecki",3,0.76,0,2021-03-01,2021-03-02
"mazowieckie","warszawski zachodni",58,4.85,0,2021-03-01,2021-03-02
"mazowieckie","węgrowski",8,1.22,0,2021-03-01,2021-03-02
"mazowieckie","wołomiński",65,2.59,2,2021-03-01,2021-03-02
"mazowieckie","wyszkowski",10,1.35,0,2021-03-01,2021-03-02
"mazowieckie","zwoleński",4,1.11,0,2021-03-01,2021-03-02
"mazowieckie","żuromiński",4,1.04,0,2021-03-01,2021-03-02
"mazowieckie","żyrardowski",12,1.59,0,2021-03-01,2021-03-02
"mazowieckie","Ostrołęka",18,3.47,1,2021-03-01,2021-03-02
"mazowieckie","Płock",32,2.69,2,2021-03-01,2021-03-02
"mazowieckie","Radom",25,1.19,2,2021-03-01,2021-03-02
"mazowieckie","Siedlce",10,1.28,1,2021-03-01,2021-03-02
"mazowieckie","Warszawa",555,3.09,17,2021-03-01,2021-03-02
"opolskie","brzeski",1,0.11,0,2021-03-01,2021-03-02
"opolskie","głubczycki",2,0.44,0,2021-03-01,2021-03-02
"opolskie","kędzierzyńsko-kozielski",33,3.53,1,2021-03-01,2021-03-02
"opolskie","kluczborski",6,0.92,1,2021-03-01,2021-03-02
"opolskie","krapkowicki",6,0.94,0,2021-03-01,2021-03-02
"opolskie","namysłowski",0,0,2,2021-03-01,2021-03-02
"opolskie","nyski",9,0.66,1,2021-03-01,2021-03-02
"opolskie","oleski",1,0.16,0,2021-03-01,2021-03-02
"opolskie","opolski",6,0.48,0,2021-03-01,2021-03-02
"opolskie","prudnicki",3,0.54,0,2021-03-01,2021-03-02
"opolskie","strzelecki",7,0.94,0,2021-03-01,2021-03-02
"opolskie","Opole",13,1.02,3,2021-03-01,2021-03-02
"podkarpackie","bieszczadzki",18,8.34,0,2021-03-01,2021-03-02
